population,cycle,cycle_week,snapshot_date,faculty,school,department,sub_department,course_code,course_name,fee_status,country_of_domicile,academic_level,month_of_entry,mode_of_attendance,applications,offers,replies,acceptances,status_new,status_in_review,status_conditional_offer,status_unconditional_offer,status_rejected,status_withdrawn,deferred,target,provisional_student_number,data_mode
UG,2025,4,2024-10-21,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,5,0,0,0,1,5,0,0,0,0,0,22,21,Synthetic demonstration
UG,2025,5,2024-10-28,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,6,0,0,0,1,6,0,0,0,0,0,22,21,Synthetic demonstration
UG,2025,6,2024-11-04,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,9,0,0,0,2,9,0,0,0,0,0,22,21,Synthetic demonstration
UG,2025,7,2024-11-11,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,7,0,0,0,1,7,0,0,0,0,0,22,21,Synthetic demonstration
UG,2025,8,2024-11-18,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,13,1,0,0,2,12,1,0,0,0,0,22,21,Synthetic demonstration
UG,2025,9,2024-11-25,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,14,1,0,0,3,12,1,0,1,0,0,22,21,Synthetic demonstration
UG,2025,10,2024-12-02,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,12,1,0,0,2,10,1,0,1,0,0,22,21,Synthetic demonstration
UG,2025,11,2024-12-09,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,20,2,0,0,4,17,2,0,1,0,0,22,21,Synthetic demonstration
UG,2025,12,2024-12-16,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,24,2,0,0,4,20,2,0,2,0,0,22,21,Synthetic demonstration
UG,2025,13,2024-12-23,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,24,3,0,0,4,19,2,1,2,0,0,22,21,Synthetic demonstration
UG,2025,14,2024-12-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,28,4,1,1,5,21,3,1,3,0,0,22,21,Synthetic demonstration
UG,2025,15,2025-01-06,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,27,4,1,1,4,20,3,1,3,0,0,22,21,Synthetic demonstration
UG,2025,16,2025-01-13,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,26,4,1,1,4,19,3,1,3,0,0,22,21,Synthetic demonstration
UG,2025,17,2025-01-20,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,28,5,1,1,4,19,4,1,3,1,0,22,21,Synthetic demonstration
UG,2025,18,2025-01-27,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,34,6,2,1,5,23,5,1,4,1,0,22,21,Synthetic demonstration
UG,2025,19,2025-02-03,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,34,7,3,2,5,21,6,1,5,1,0,22,21,Synthetic demonstration
UG,2025,20,2025-02-10,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,35,7,3,2,5,22,6,1,5,1,0,22,21,Synthetic demonstration
UG,2025,21,2025-02-17,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,38,9,4,3,5,22,7,2,6,1,0,22,21,Synthetic demonstration
UG,2025,22,2025-02-24,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,41,10,5,4,5,23,8,2,7,1,0,22,21,Synthetic demonstration
UG,2025,23,2025-03-03,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,37,9,5,4,5,20,7,2,7,1,0,22,21,Synthetic demonstration
UG,2025,24,2025-03-10,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,40,11,6,4,5,20,9,2,8,1,0,22,21,Synthetic demonstration
UG,2025,25,2025-03-17,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,45,13,8,6,5,22,11,2,9,1,0,22,21,Synthetic demonstration
UG,2025,26,2025-03-24,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,40,12,8,6,5,19,10,2,8,1,0,22,21,Synthetic demonstration
UG,2025,27,2025-03-31,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,44,14,10,7,5,18,11,3,10,2,0,22,21,Synthetic demonstration
UG,2025,28,2025-04-07,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,42,13,9,6,5,19,11,2,9,1,0,22,21,Synthetic demonstration
UG,2025,29,2025-04-14,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,44,14,11,8,5,18,11,3,10,2,0,22,21,Synthetic demonstration
UG,2025,30,2025-04-21,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,46,14,11,8,5,20,11,3,10,2,0,22,21,Synthetic demonstration
UG,2025,31,2025-04-28,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,45,14,12,9,4,19,11,3,10,2,0,22,21,Synthetic demonstration
UG,2025,32,2025-05-05,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,46,14,12,9,4,20,11,3,10,2,0,22,21,Synthetic demonstration
UG,2025,33,2025-05-12,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,42,13,12,9,4,19,11,2,9,1,0,22,21,Synthetic demonstration
UG,2025,34,2025-05-19,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,46,14,13,9,4,20,11,3,10,2,0,22,21,Synthetic demonstration
UG,2025,35,2025-05-26,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,42,13,12,9,3,19,11,2,9,1,0,22,21,Synthetic demonstration
UG,2025,36,2025-06-02,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,45,14,13,9,3,19,11,3,10,2,0,22,21,Synthetic demonstration
UG,2025,37,2025-06-09,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,45,14,13,9,3,19,11,3,10,2,0,22,21,Synthetic demonstration
UG,2025,38,2025-06-16,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,45,14,13,9,3,19,11,3,10,2,0,22,21,Synthetic demonstration
UG,2025,39,2025-06-23,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,45,14,13,9,3,19,11,3,10,2,0,22,21,Synthetic demonstration
UG,2025,40,2025-06-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,43,13,12,9,3,19,11,2,9,2,0,22,21,Synthetic demonstration
UG,2026,1,2025-09-29,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,43,0,0,0,9,43,0,0,0,0,0,378,363,Synthetic demonstration
UG,2026,2,2025-10-06,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,59,0,0,0,13,59,0,0,0,0,0,378,363,Synthetic demonstration
UG,2026,3,2025-10-13,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,71,0,0,0,15,71,0,0,0,0,0,378,363,Synthetic demonstration
UG,2026,4,2025-10-20,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,89,0,0,0,18,89,0,0,0,0,0,378,363,Synthetic demonstration
UG,2026,5,2025-10-27,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,106,0,0,0,21,106,0,0,0,0,0,378,363,Synthetic demonstration
UG,2026,6,2025-11-03,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,126,3,0,0,25,122,2,1,1,0,0,378,363,Synthetic demonstration
UG,2026,7,2025-11-10,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,157,7,0,0,30,147,6,1,3,0,0,378,363,Synthetic demonstration
UG,2026,8,2025-11-17,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,185,12,0,0,35,166,10,2,6,1,0,378,363,Synthetic demonstration
UG,2026,9,2025-11-24,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,221,19,0,0,41,192,16,3,9,1,0,378,363,Synthetic demonstration
UG,2026,10,2025-12-01,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,257,28,0,0,46,214,23,5,13,2,0,378,363,Synthetic demonstration
UG,2026,11,2025-12-08,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,302,40,2,1,53,241,33,7,18,3,0,378,363,Synthetic demonstration
UG,2026,12,2025-12-15,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,340,52,4,3,58,260,43,9,24,4,0,378,363,Synthetic demonstration
UG,2026,13,2025-12-22,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,386,67,8,6,65,283,55,12,31,5,0,378,363,Synthetic demonstration
UG,2026,14,2025-12-29,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,431,85,14,10,71,301,70,15,39,6,1,378,363,Synthetic demonstration
UG,2026,15,2026-01-05,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,471,103,21,15,75,314,84,19,47,7,1,378,363,Synthetic demonstration
UG,2026,16,2026-01-12,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,515,124,30,22,80,325,102,22,57,9,1,378,363,Synthetic demonstration
UG,2026,17,2026-01-19,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,556,146,41,30,85,332,120,26,67,11,2,378,363,Synthetic demonstration
UG,2026,18,2026-01-26,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,586,166,53,38,87,332,136,30,76,12,2,378,363,Synthetic demonstration
UG,2026,19,2026-02-02,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,618,189,68,49,89,328,155,34,87,14,3,378,363,Synthetic demonstration
UG,2026,20,2026-02-09,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,638,209,84,60,89,318,171,38,96,15,3,378,363,Synthetic demonstration
UG,2026,21,2026-02-16,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,666,232,102,73,91,310,190,42,107,17,4,378,363,Synthetic demonstration
UG,2026,22,2026-02-23,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,685,254,122,88,90,296,208,46,116,19,5,378,363,Synthetic demonstration
UG,2026,23,2026-03-02,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,700,275,143,103,90,279,226,49,126,20,6,378,363,Synthetic demonstration
UG,2026,24,2026-03-09,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,718,298,167,120,89,262,244,54,136,22,7,378,363,Synthetic demonstration
UG,2026,25,2026-03-16,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,726,317,190,137,87,241,260,57,145,23,8,378,363,Synthetic demonstration
UG,2026,26,2026-03-23,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,735,337,216,156,85,219,276,61,154,25,9,378,363,Synthetic demonstration
UG,2026,27,2026-03-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,742,356,242,174,83,197,292,64,163,26,10,378,363,Synthetic demonstration
UG,2026,28,2026-04-06,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,745,358,258,186,80,197,294,64,164,26,10,378,363,Synthetic demonstration
UG,2026,29,2026-04-13,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,751,360,274,197,78,200,295,65,165,26,11,378,363,Synthetic demonstration
UG,2026,30,2026-04-20,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,759,364,291,210,76,201,298,66,167,27,12,378,363,Synthetic demonstration
UG,2026,31,2026-04-27,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,756,363,305,220,73,201,298,65,166,26,12,378,363,Synthetic demonstration
UG,2026,32,2026-05-04,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,761,365,321,231,70,202,299,66,167,27,13,378,363,Synthetic demonstration
UG,2026,33,2026-05-11,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,764,367,338,243,67,202,301,66,168,27,13,378,363,Synthetic demonstration
